conversion_id,session_id,timestamp,channel_label,holder_engagement,closer_engagement,conversion,impression_interaction
029d37ad95b6e881c3de37434953b051db68e208009d6a676e4f6e28832989ec,c08bb5b3675a7cb1fd7af8d9e949fc6d67cc0b9d56f3d90d313b76ea650c9a9f,2023-10-16 14:11:51,Paid Search Brand,1,0,1,0
029d37ad95b6e881c3de37434953b051db68e208009d6a676e4f6e28832989ec,597ba35dae5f7bc6a4b74048bb56e35cc4685a7871766433a4538ae7b4ca6c30,2023-10-16 23:11:14,Paid Search Brand,1,1,1,0
0317f5940d235de8078bd59dea1e33322bf856352fc8030cce9868e785fb7220,1cc5311886259a651ef0f6998f389aef7f29054b49c532f20f9bd577a8ea41bb,2023-10-16 21:17:07,Affiliate & Partnerships,1,0,1,0
03ad0030f7e8b443e13ffa7ffb570ad16d662b414016bfd11c2302a7ae69d02e,a09c146e7f430de4564b3f3afc1ba51a535442b0d031435d35777f36749cea6a,2023-10-16 08:42:07,Performance Max,0,0,1,0
041c491e537b177f362cde8df62899d8e22660eb8fa77d57ed039c8db9fa67ab,0b5539734de6614acd92cd180f4b378db62a4c2576e431a134683c7c9fcb6b45,2023-10-16 22:11:48,Direct Traffic,1,1,0,0
04a47421c711c8cac84907f8de34625b47cec17baf0e7cfd6c30b0b57864ba01,0c63f16ab4e71ba9b57302ae36073466e5027ab74fb1f2cc00d3f8545a16f91c,2023-10-16 22:23:13,Performance Max,1,1,1,0
05709bdbfc19dc91514808b468c7b5b4a1bee403e7ad9a912312d938a660fc8a,9179aa603d7acc38ec6ccb4889e48bf0621ebc82dab41587fc73567906059d91,2023-10-16 15:06:36,FB & IG Ads,1,0,1,0
05762dc5ffa96cdeb7e53e4678999f2da14ed97781bb8e80ef374c27f0ac1dce,585f9ff5c354a51f2136a360c728db196dd591d3ab143d0ecbbc756f146a0283,2023-10-16 11:59:45,Performance Max,1,0,1,0
061da74ff8f1a936066570b406826528236cb34012ac956ca9bf62e5f2d8730d,0a26c48fb1756c7de70f9d4d84b038b90a1ba51f0c5d9b0d483464d0d6b29377,2023-10-16 20:49:54,Direct Traffic,1,0,0,0
063172fc98b670b7f26e2a8fd7e6cd2672d610a2a18f733ba8f620b0632caf36,be5b73005c2766d1dda9f16b934ea9bd0f05d962dafa7c5de08005870551e40f,2023-10-16 08:45:46,Newsletter & Email,1,0,0,0
06fc98288a141e208a13eded5e5b6ae116c706dbacc9fc1c48969480442b4844,6c632ea977c1f8be16e214ce3b87859724a765fb9a4f138344f97537f0a1adaa,2023-10-16 14:35:16,Performance Max,1,1,1,0
08d56f57467079fe2b2593e69d9eae07b9cab53feb47b934a07d52bcf516a569,45cd2451d6b1721ae9759f029e84b37418b32bee5f7422f1177d7ad88355b3cf,2023-10-16 23:38:22,FB & IG Ads,1,0,1,0
08e5fa0b583c6a1695adb402074f4f426e1ff7cfacf649271708aec4af08990f,4e7018a1df574da49b8fda55016f5c0236e8bfcaaf19fd41a38136de5edb89c5,2023-10-16 16:07:57,Performance Max,1,1,1,0
08e5fa0b583c6a1695adb402074f4f426e1ff7cfacf649271708aec4af08990f,0f3642b35bdb95aea9ab9a38638f59cf57a1030caac5720758bcf3ee29d895ca,2023-10-16 16:13:24,Performance Max,1,1,1,0
08e5fa0b583c6a1695adb402074f4f426e1ff7cfacf649271708aec4af08990f,035bdf0797b43f661a23a88be59a6495013145397a1302428db13bb955bcd8dc,2023-10-16 17:54:32,Organic Traffic,1,1,0,0
0905c85fcbabd60e34d07b642765fc08d7284be27dc40420507515222a7e7347,02f1c8a2bbd3865ac6a18f71537eda1291233f42f17466f221c9bb8e621d9340,2023-10-16 09:53:53,Newsletter & Email,1,0,0,0
0956f2a78ab16bc9573bfa3e9f9b54529f4945e98751e77ac1291c3be1f85778,03841b1c81d4ee5e0c7b586de1f73e232b37bccc5df05ffa1376344fcf7a2e4c,2023-10-16 16:16:08,Performance Max,1,0,1,0
0a2ea827ef500afb549f0adb8832403791bf9256a88a2b45a2d0f693a0d91bee,b82bfaf7ac6e43c3c55e1e03d132e04193d5aafca5014c530e35aa8c2227f318,2023-10-16 10:31:46,Direct Traffic,1,1,0,0
0a2ea827ef500afb549f0adb8832403791bf9256a88a2b45a2d0f693a0d91bee,a3b0de7bc21f1a95ba5df834f62c6142d0e2a1d27b65ba73ee11f4c468fa0f54,2023-10-16 10:32:13,Newsletter & Email,1,1,0,0
0a2ea827ef500afb549f0adb8832403791bf9256a88a2b45a2d0f693a0d91bee,a4fd29f45b662345faf3d8a169948e32b18c654738c803560e3726b913de9797,2023-10-16 10:38:23,Paid Search Non Brand,1,1,0,0
0a2ea827ef500afb549f0adb8832403791bf9256a88a2b45a2d0f693a0d91bee,78f94bf9c3c7235f348a053c5f0a6b8984c522142fe972537eef605f0b31a3f8,2023-10-16 10:38:42,Newsletter & Email,1,1,0,0
0a48ae5fd713a8aba34fcf0a808667c3cb4e4e16ad96f2bae4963d14e3657701,9b3c30643eabd5c114463f86f150b790b93ed3658128a6ae9ddf71247eb3d0e7,2023-10-16 21:31:05,Direct Traffic,1,1,0,0
0a8b444f8cf8d00216cc37f2ba91ca866069788c2ca24668ea172a90b00acfac,4abcf2612be33522ae52321873decb72b8e2fb84a5f9cd5210c6c9fdaec8ad5b,2023-10-16 19:40:58,FB & IG Ads,0,0,1,0
0abc99c56b6b65c400ce3e9e23af3ed3267f64416c46abf12454bfdc4362b16a,ed0bd01d8aa46da2e812d1f1219085cbb2f781cc2b59dac1b2e58653dd2758e4,2023-10-16 16:32:51,Performance Max,1,0,1,0
0b7fd531b22500c051abfce9a59ced2df2d1e7621c8be58c9a10eb2c625bc452,8524e277cd1a7e51f129d25c57571375e03d002c871481da88428665532e716f,2023-10-16 09:20:42,Newsletter & Email,1,1,0,0
0b7fd531b22500c051abfce9a59ced2df2d1e7621c8be58c9a10eb2c625bc452,08309cf2f7953adbeb2c7d7e5c99c4d94777fd2ba4e8b449bda642dac67dc0a3,2023-10-16 09:29:23,Newsletter & Email,1,1,0,0
0b7fd531b22500c051abfce9a59ced2df2d1e7621c8be58c9a10eb2c625bc452,5db41b1afe6675d1863eeeb33a1a09f8b1a11f769cd9951026abbb134167059e,2023-10-16 12:09:31,Newsletter & Email,1,0,0,0
0b7fd531b22500c051abfce9a59ced2df2d1e7621c8be58c9a10eb2c625bc452,65ce78c31b2bc3b641641e6f29177bd3d9d968c1125b59369564363204a678c1,2023-10-16 14:19:41,Newsletter & Email,1,0,0,0
0b99c8a0b48619fd85abf0c8d7efaa34cadcd8b0458597539d9bc699c79ee0e4,b473b1c84fd41aabddc68b4057cb0421b13412ec9dc99cc9c0cae130f057922d,2023-10-16 02:47:25,Direct Traffic,0,1,0,0
0b9d81b03257748b2dbfd9e3c5804f57df31cbe0e791997d8006362084c51f4e,26645da5c6f83c2e470f3a4eb4caa5e310555e7f5098ece276fb3359d9dd4800,2023-10-16 20:45:59,Performance Max,1,0,1,0
0cabbaa8fb572c3d3decb67f059ba2b90bcc4874c5101ee3946ad4c39594c12c,9c1aef5219a0e8f522ca3ed3f87b4d8a114c562ca6c8460c4158bf1dd073c1ce,2023-10-16 14:33:26,Direct Traffic,0,1,0,0
0d3fbd1122b8011fb74716c0639b863b84153bb9ae97a93f7b9ec958ee2f1254,e9f150d10eb7bc574b3a25c8be1b88c14350d6a875f74004521b3d164ffe1047,2023-10-16 23:56:33,Direct Traffic,1,0,0,0
0d9d7386ed8679605e2c2114472f13bf9283a3cafda4036e51db42776c98cf66,ba8b0296e442bc42c0f6cef5e42bfc1a8d864d61a856ec3de0f18259d28b6cb4,2023-10-16 15:59:57,Direct Traffic,1,1,0,0
0d9d7386ed8679605e2c2114472f13bf9283a3cafda4036e51db42776c98cf66,b7de5a8dd2d669ff140a9b67bcd1c5b52996ec8444e7515fe16ff78a2090a7d2,2023-10-16 20:08:36,Affiliate & Partnerships,1,1,1,0
0d9d7386ed8679605e2c2114472f13bf9283a3cafda4036e51db42776c98cf66,dccc281f40eaa1a7663321d01a0cad3cf77f2ee9c4501c28c9c53789eb923e83,2023-10-16 20:34:04,Direct Traffic,0,0,0,0
0d9d7386ed8679605e2c2114472f13bf9283a3cafda4036e51db42776c98cf66,1b63e05abab69125faf9edff9f08bae385ffc24c5da4382b877ea3fe26112f61,2023-10-16 21:16:12,Performance Max,1,0,1,0
0dc3f0e76ff4715565f2538a52f10cc4156e7dae773295008f900b3e945d8036,924c5ad7831b11e82833be594671f1a90ab4fe7506e86127779aa10cf4873f25,2023-10-16 23:22:19,Direct Traffic,1,1,0,0
0dde9a0fcc53f9f31cef09a50788e95789592b73b8f5c2d68c8c70e7e29e18f4,9b8940dfba79a9097e1073f3bd685f785e3aa96e896bc5eac7478939772c6aed,2023-10-16 17:59:48,Direct Traffic,0,1,0,0
0e2037b7bda650a44120f3d20f1019cb9f97dbf65f9df3254763a426640642fb,bc616d6e5f74951ffb569a944eed12c495645f504b8fba1b27d91749556e589f,2023-10-16 12:03:40,Direct Traffic,0,1,0,0
0e2037b7bda650a44120f3d20f1019cb9f97dbf65f9df3254763a426640642fb,9865e57399a8dd18e82ee52514393b061e7aac421405051c9dc3c71017e6bde0,2023-10-16 15:48:20,Performance Max,1,0,1,0
0eb17630cf2dd5586a160f7b41c1a0e814547cca3e97b2706dacb901ed092e75,6f39ecbed4117cfe4c4a66b6ffb514e594a56b77f654adc908eddb26bb9fe734,2023-10-16 17:49:59,Social Organic,1,0,0,0
0ff56a735569900408612ff103090233ad4a65d0824a3d82f50c6ae8fda28a23,d97c2f0967ac196f587572d0830a932c1a806abc88ab2700dbe9923ab0be16e3,2023-10-16 18:44:47,Newsletter & Email,1,1,0,0
111863f337457b8dfde7b428be82eb094f20676b90652c433f90d7811cbd9c3f,c3118ea0acd5c4c2df1d3bbe68426a9c7ea9f147549f0c5b1eb26a8ce574d113,2023-10-16 23:04:51,Organic Traffic,0,0,0,0
114f8fe017f9cbf8d96e883a4b30ca3e7176f072216b81adb82c61a6a545828c,05433e70eb5dd042fa3f671bbfc73ab3bea158d8b63d4650dd4140f934ea5998,2023-10-16 11:38:06,Performance Max,1,0,1,0
114f8fe017f9cbf8d96e883a4b30ca3e7176f072216b81adb82c61a6a545828c,8225ffbc17da367e1c5bbdc22c35a79a99d8c85985bace0523dbd83ac7dcd54e,2023-10-16 13:58:19,Performance Max,1,0,1,0
114f8fe017f9cbf8d96e883a4b30ca3e7176f072216b81adb82c61a6a545828c,c835a0c54a0d87a231a298dfdce86f0e5d313bebcb5bd16f5092c37daeadd409,2023-10-16 14:33:53,Performance Max,1,0,1,0
114f8fe017f9cbf8d96e883a4b30ca3e7176f072216b81adb82c61a6a545828c,f9a5996f2ba9accc3f8612849e8d227b0a51ab88f62297351d895c8ce7f37a7a,2023-10-16 23:53:12,Performance Max,0,0,1,0
1151a9c0619241b4e3d4ed0b22454a50d767346297361db4184f190e7d656a39,34433fd570f4bb235f49bfa28ec426291322a8872982b6d9fbabbdb466dafa9d,2023-10-16 11:03:29,Newsletter & Email,1,0,0,0
1151a9c0619241b4e3d4ed0b22454a50d767346297361db4184f190e7d656a39,95b02988985dc3f17f5ad31670ad0d026527e664710d74d9a4da04b7b8823f3c,2023-10-16 13:12:58,Newsletter & Email,1,0,0,0
1151a9c0619241b4e3d4ed0b22454a50d767346297361db4184f190e7d656a39,f241dcbca747425a5051de62613170e37abb57a6677f2bdfa1f1847c4ca1024b,2023-10-16 13:13:19,Organic Traffic,1,1,0,0
1151a9c0619241b4e3d4ed0b22454a50d767346297361db4184f190e7d656a39,19d98743f6b97492e54eddd1d79177e79858ba7699ea7a9c553d3916a5bc7b26,2023-10-16 16:37:36,Newsletter & Email,1,1,0,0
1151a9c0619241b4e3d4ed0b22454a50d767346297361db4184f190e7d656a39,e2c04988c72fe7b0a5fc74281f5e349e0be7b190375c822c802ca257945939cf,2023-10-16 20:41:01,Newsletter & Email,0,0,0,0
119b9e117d1ecf03c09677c303273e8fd35d275b010d72fc7c0d7141013600a1,2e45d18c851f4ea7a38483a8918570b9887519084ca59e6cc88c5053d6cb7226,2023-10-16 12:08:34,Performance Max,1,1,1,0
11c5eb23d941ee89a460bd6ba8c5a91fe81faa1e03116d457fdde91610847be7,aa0979c65bbfe4b68b308ef4a520fd0261e8785f9cb59bb44b6a47947560674c,2023-10-16 11:21:52,Newsletter & Email,1,1,0,0
11c5eb23d941ee89a460bd6ba8c5a91fe81faa1e03116d457fdde91610847be7,387bb8d7713fa609e825756c0d7b05a578d0194a075b592b69e96f7b723bdf71,2023-10-16 15:04:27,Referral,1,1,0,0
13432df06903fe3d6e7397bbfc4465c4a71dfffe6f84ddea62411696c4892bd9,71f5d02749be021eb9101ad77307e53d129f5f332b389fb42ca961bbc93331ff,2023-10-16 20:57:48,Newsletter & Email,1,0,0,0
13ac9b2e4c9dfb37da69789e59a978b93853e58c5434644a3790196aeccc3a60,92af05b8eac1a2d97f2ee3be1b33e5cde392ba13c337af581e6ba2183106e0b9,2023-10-16 20:05:35,Direct Traffic,1,1,0,0
13ac9b2e4c9dfb37da69789e59a978b93853e58c5434644a3790196aeccc3a60,55ac7b6a2548d395189f48f1eefd9de7c38945b8061f2e2e241bf700b2c7c74d,2023-10-16 20:10:21,Newsletter & Email,1,1,0,0
1443eb38b4186a596a3ee9bbbf253c744725bc638da7712b0335c79b352c44d7,52fc7d842d780322ad83ff44d3604880d34d5c0405901b42c1069c840c4e6113,2023-10-16 01:02:19,Direct Traffic,1,1,0,0
1443eb38b4186a596a3ee9bbbf253c744725bc638da7712b0335c79b352c44d7,ce4581631dc28d4d71c637101cc2617d71bcf37bcc6cef8db0aa9396a116377b,2023-10-16 13:07:04,Direct Traffic,0,0,0,0
1443eb38b4186a596a3ee9bbbf253c744725bc638da7712b0335c79b352c44d7,0af9178bd3bcb3bd797fa100ed11b1b85d2af6fb79b651585af6ed823e26ccd3,2023-10-16 23:19:53,Direct Traffic,1,1,0,0
14bc4e15f709cdd288699de8a5dfcab9d82c1e1318a2ce72fad93bb6ac39b3d7,a7458a7d8b525d22ddaeda7517700e6776e4a9652e5ba7fcf2e5d45bfbfd4e6f,2023-10-16 17:14:46,Direct Traffic,0,1,0,0
14bc4e15f709cdd288699de8a5dfcab9d82c1e1318a2ce72fad93bb6ac39b3d7,84206645a74706e4e18cb3e06245aa97690603c19bf812382c7d4bd3636e81e2,2023-10-16 20:25:02,Direct Traffic,1,1,0,0
14eb7a9c0b11b8e4ebe151459b588a0bb6be226c00bc3ba6374540880befa517,8760032f7d4cec53e03e7cc5c5459fc35caddf4163375a65d835f86ba59a1e19,2023-10-16 21:39:29,Direct Traffic,0,1,0,0
14eb7a9c0b11b8e4ebe151459b588a0bb6be226c00bc3ba6374540880befa517,26cad611c25ef587399bd2ca707ec2339a42e845b14ce1c853ffa9e8cb0bbc17,2023-10-16 22:07:58,Direct Traffic,0,1,0,0
14ffc5befad59c366e14a87e37f749fc05764d6ac90138a2eb673e67a9f8c029,8df75cc96c2b5527b3a02d857211fb3f8936f644009ca58cb0288acfcb243795,2023-10-16 21:15:26,Direct Traffic,1,1,0,0
14ffc5befad59c366e14a87e37f749fc05764d6ac90138a2eb673e67a9f8c029,ebba864fae353fe34027d189c9b73b303f9b43873fb901155b4106f922a92115,2023-10-16 21:21:09,Direct Traffic,1,1,0,0
1581b86d3d50e76b4286a233da231519a80b41979994aa6e20664b0fa0252ce7,9982ea6a242f46ee1c017458a2a97bf6b12b0edb38d807c6ae8e79be5ebc7c03,2023-10-16 21:53:21,Direct Traffic,0,0,0,0
165b47e008aacd6422d2a7eadfe315ac7fafd5ea128b6ba2f368fbcdfa0296c4,c6632d76a28b27dcf41cfa0c8aa12fadf69ea09bdb66c48a77d87796da7d6d4f,2023-10-16 19:27:07,Newsletter & Email,1,0,0,0
16de336a0e66a9344437db3d22e3dd68d457ab3049d5c7b3fe07df4a0de25c55,1655200e3fb0d50ce8c25186af8e04fcd8813dd1e97381a16b98f1b9a28b119f,2023-10-16 10:54:42,Direct Traffic,0,1,0,0
170b6f7f59fb27553d5ebcdb71cbd62aa3689546d9bf662a3926bdf2bd400fc8,d3d1471b0fb42c04c64e6d54fc47639fc4a3b9f71b63229ae43bd6ff95bbf068,2023-10-16 17:30:39,Paid Search Brand,0,0,1,0
181fc16240a58ac3d7eb26443a9b653f7f49cc8e8fe22797151a20934ec3e347,1eaa99f35093bd934a84a84c4acef1bb3790c5d3d12cc3bd4dd01200fdaa66da,2023-10-16 16:30:03,Direct Traffic,0,1,0,0
1b1674f2b070d07939fb524ba9f7067302c246f5758432af61c3b67c189ba6fd,82e538322bfe06122575b2096c2e5bf994e2d87096e181cdfbc532a0e01e1438,2023-10-16 10:55:51,Direct Traffic,1,1,0,0
1b9ae3be6a95ba0aad4f3580bbe965ca5b22b5b0abcfd50db502b8f11e24494d,d12e519ce7bfdb0bc36867457f4caabad10d3c558a11754d97432a17aca5d29c,2023-10-16 14:39:42,Newsletter & Email,1,0,0,0
1bf3194f42baf1088c7c0b99056c11eae31e94e42a8b67b17d30fc8ee92aab26,8278b2cf259d56aa249f8faa01b3d031a6b85c8692011c936ba492bf4082f19c,2023-10-16 19:35:49,Newsletter & Email,0,0,0,0
1c1dd787894fc38ced604fd22fde6fac9bd2ebb6e1fb9e3a97a44bfb2fd0c49c,1da1e9c596d2fdb5f5ed24d0239275df511ffef4b746d6eda210f5859e8fed02,2023-10-16 22:45:24,Direct Traffic,1,1,0,0
1d9ba0fa60a978fb362172f3ad47410c8ca35e7cfbd891b04f9cc594a4834a88,1f85feaa298ec4d2d81278bf258aa6e70087bbe2ae486d46089afdc6f00365b7,2023-10-16 22:53:04,Newsletter & Email,1,1,0,0
1da4e374075c96a5626c6ac6c7acf37650323ad66a9faf121db7b64cba66116b,9a690320e2a9432467423a4e21bc6a88bc3068d074475a255065d09b9e57236a,2023-10-16 22:59:20,Newsletter & Email,1,1,0,0
1dbaac84dbbc48bb23ace79575cf50a1bbb1e20ad0091f1412a321da5f84bae9,c460f7bcf59d8799a6fbe5a3ef33d3682b4553d8edb452ea1823edd3b642ec24,2023-10-16 14:00:42,Direct Traffic,0,1,0,0
1e1e9d8fc4b99b08a2b62c6a49b998fc3f9e29c189800e40d1970a7f6d5ae500,afb7116edad636b52291142068320c0b7017a4ec4216b7c028a60ead63e4220e,2023-10-16 21:33:38,Direct Traffic,0,1,0,0
1e26b26c2e5c35828d0566a3c1a09a4c4c5a71eecdf8d4cb2283889de8a0c9d9,e69de5748c92a37fdaf65960f56f5495a098531b289e475995cba1a78055a6c0,2023-10-16 18:54:09,Direct Traffic,0,1,0,0
1e56f5a5cafe63b0fd58bc6792b1c1bcbec81baf194a3c4b11d854afb642e503,13e2fb3bc3eabf19fcb8d932510436254f35c57316af6d72c2572b2ef45b4170,2023-10-16 21:16:10,Paid Search Brand,1,1,1,0
1ee4526bab71f2b3f2bc40d580142a2c4648f5316f4c6ec0cf2f73489d1276e7,a469da37f6b64bcbb792425b60f64c09a236d3f35e9126f067fd974b1ec129a0,2023-10-16 11:51:38,Direct Traffic,1,1,0,0
1ee4526bab71f2b3f2bc40d580142a2c4648f5316f4c6ec0cf2f73489d1276e7,1443dbe835dd703a1e0b92919f276d9617ef3dac044c49f4e398b6ba1d51059c,2023-10-16 12:51:23,Direct Traffic,1,1,0,0
1f274715a228e03cb6e59abba3e9d06c4f81fea9b392d99e771dc335906d55ce,c2265c32a71f8e8edcc63d7250d04e6cd03a2cf128320ceac2524c37738708a2,2023-10-16 22:42:02,Direct Traffic,1,1,0,0
202f53bf2cfeca7ad73ef327b11ab8bc0f1ae4b9a9ecd87de1f3e25e9b63520a,89f04211cae88320bb7010dbd73697869599c53daa594febd055182f63917fee,2023-10-16 19:24:05,Performance Max,0,0,1,0
202f53bf2cfeca7ad73ef327b11ab8bc0f1ae4b9a9ecd87de1f3e25e9b63520a,839ce05a4e23a963500ecea4750608f43c53ef5a42c4cd2a2ef180e49b7e02ad,2023-10-16 19:25:04,Performance Max,1,0,1,0
206a8d0d7f2244cf7b30c42824afbec5682d5f6b16b15cce127bec268fdb268d,235bff6ffd2b30e087239f2cdbc9bf6e5b640c5592750a2c9d3d6ac2a3211661,2023-10-16 06:10:27,Social Organic,1,0,0,0
206a8d0d7f2244cf7b30c42824afbec5682d5f6b16b15cce127bec268fdb268d,6b696ce403603bffc0a33ed6df6d8b8baf4289be159fb60b7e7b4aec241f0a7e,2023-10-16 23:15:10,Social Organic,1,1,0,0
206a8d0d7f2244cf7b30c42824afbec5682d5f6b16b15cce127bec268fdb268d,da3ee2ecd4a527fd64f60f2747ab93ee641cb23e075232e89588ae7fa92e9add,2023-10-16 23:29:59,FB & IG Ads,1,1,1,0
2108c60a605057e316fbbe8cc53227cb87714dc6b8d33e15189d3a39e57b2529,a9651ba55ffeecf999d99a5c6247a66cec79fb1c5ddaf10512671d55ff3c0213,2023-10-16 11:52:28,Paid Search Brand,1,1,1,0
2149013bde70cb115000173023747678e96988104c1a8d72a5621d437ed78b49,9db0f2e78b996e7ef006552e720b81a22689e8f3f60d1a204fc46578ed777d75,2023-10-16 18:52:06,Performance Max,1,1,1,0
2149013bde70cb115000173023747678e96988104c1a8d72a5621d437ed78b49,eb1023d780ab7856184954fb9c792367c5dc1a4e38f7a7b2011cb40c61f0c89a,2023-10-16 18:55:41,Newsletter & Email,1,1,0,0
2149013bde70cb115000173023747678e96988104c1a8d72a5621d437ed78b49,672ac089eaf9c98df9b9f5bd6cab8844694a1be1ec5db517afc3c841718c6965,2023-10-16 23:09:46,Performance Max,1,0,1,0
21ca469bcd9066c4c62be7f13f4e5b63a4770f42b91c8e74495cacef7a9b8631,73a5726c733427d983f6ff61b97c9e5e4e4577b3510f1739205235206ef180c9,2023-10-16 21:40:33,Organic Traffic,1,0,0,0
2219f67f2343aa8b3cb82f5611cdb07f5d13f6e376c6b267f1ed3ed5ae9a8c7c,deb88d35347e852f67067298dac26970ff6464ae1967513ce010ca238f913c8e,2023-10-16 21:54:50,Newsletter & Email,1,0,0,0
23dbb7c28df813e5892ea8f678f34860372f540007e949c87c0b3b29e3d09dc8,3f535c21cacc8208b8072b9527f6932ce378a4a896dd061a3eaee9f90bc37cae,2023-10-16 17:04:02,Newsletter & Email,1,0,0,0
23dfca177070eb48a65010eac6d5141540dd49423a69483798101667f9b18b5f,64b1187ff4f5bf2b8d97b30001d5cd424ed94df8e91c05c8ba9f42e37dbf02fb,2023-10-16 22:05:48,Organic Traffic,1,0,0,0
23dfca177070eb48a65010eac6d5141540dd49423a69483798101667f9b18b5f,d5ade059ea4e9049536de272ece69428f92b16f784bfeb866863b985a6191f35,2023-10-16 22:25:49,Organic Traffic,1,0,0,0
24df8c50c2b9200edd5aff2ba136fd8c95888b54b97a537c74e8d69889b8bc8f,4fb77b69ccf28e88e56c056cba4d2cecba33b8fe914f10104dd339e0e1bdabf9,2023-10-16 00:53:38,Direct Traffic,0,1,0,0
24df8c50c2b9200edd5aff2ba136fd8c95888b54b97a537c74e8d69889b8bc8f,1923c1380cac650b32209ed412c24be81258b00b035824398fc5304eecccf0ef,2023-10-16 08:21:16,Direct Traffic,1,1,0,0
24df8c50c2b9200edd5aff2ba136fd8c95888b54b97a537c74e8d69889b8bc8f,7b012caa3abeb83b84fa5e6e631f22c971856fd1698ad2b7fb8d3aae4e8686f7,2023-10-16 11:34:53,Performance Max,1,0,1,0
24df8c50c2b9200edd5aff2ba136fd8c95888b54b97a537c74e8d69889b8bc8f,f6c5d151f0c1db7bb190007c303495e7059d78ee631b19e5b4842e4f86c210d6,2023-10-16 17:39:09,Performance Max,1,0,1,0
24df8c50c2b9200edd5aff2ba136fd8c95888b54b97a537c74e8d69889b8bc8f,d57b6a5ba44ab679e25225a1a3402fd3ca180d87c8bb96eb5c266c59f0db6805,2023-10-16 23:58:55,Performance Max,1,0,1,0
253d7407529bebff65f88b4247d1405326fda53579384c2a4791cf15697ccd4a,83f7b70825b614d465612f415b0725d30086e671fff0b9f8df9237973a142223,2023-10-16 17:47:03,Direct Traffic,1,1,0,0
2556772c468b30bc35ea6feeb293f780cbcc21bf1f28cd65877e531a36995ff1,8c53bbf782f349d39a69b22a372aa9b34b60acb12e8962fd13728d4c06f043c5,2023-10-16 16:53:59,FB & IG Ads,1,1,1,0
25cbcb461dd3e244fae5a453a9d7f235285126dd637f11db3717cb443cd18a74,39bdbec7fde25afcee398d83c73bc5291391d6be67970dc9efdfcf037f759ad1,2023-10-16 05:16:04,Paid Search Brand,1,1,1,0
2625e13b44ec975060b2ce54404515b2e7d79b6e3c1ba068b847a0d24aa62792,347ba0514356eb104382ff382be4ffa69bff860feef470f6f1d744a047f11c2b,2023-10-16 23:34:45,Newsletter & Email,0,1,0,0
2625e13b44ec975060b2ce54404515b2e7d79b6e3c1ba068b847a0d24aa62792,e6a25bba9add8ebce7068d15511329139c3bde4147de8267f39ad0afaee55ec2,2023-10-16 23:48:15,Newsletter & Email,1,1,0,0
2649dd5f579b516a28582f562cec680c44185c05f67286ef77e534abc727cf2f,3646ba800c3b641a4246fc57ac221909c67500c484137aeb2674a5d99f757d0c,2023-10-16 13:23:16,Direct Traffic,1,1,0,0
